0,1
"('0', 1)",1.63
"('1', 1)",0.85
"('0', 2)",1.63
"('1', 2)",0.85
"('0', 3)",1.63
"('1', 3)",0.85
"('0', 4)",1.63
"('1', 4)",0.85
"('0', 5)",1.63
"('1', 5)",0.85
"('0', 6)",1.63
"('1', 6)",0.85
"('0', 7)",1.63
"('1', 7)",0.85
"('0', 8)",1.63
"('1', 8)",0.85
"('0', 9)",1.63
"('1', 9)",0.85
"('0', 10)",1.63
"('1', 10)",0.85
"('0', 11)",1.63
"('1', 11)",0.85
"('0', 12)",1.63
"('1', 12)",0.85
"('0', 13)",1.63
"('1', 13)",0.85
"('0', 14)",1.63
"('1', 14)",0.85
"('0', 15)",1.63
"('1', 15)",0.85
"('0', 16)",1.63
"('1', 16)",0.85
"('0', 17)",1.63
"('1', 17)",0.85
"('0', 18)",1.63
"('1', 18)",0.85
"('0', 19)",1.63
"('1', 19)",0.85
"('0', 20)",1.63
"('1', 20)",0.85
"('0', 21)",1.63
"('1', 21)",0.85
"('0', 22)",1.63
"('1', 22)",0.85
"('0', 23)",1.63
"('1', 23)",0.85
"('0', 24)",1.63
"('1', 24)",0.85
